first_name,last_name,amount,payment_date
Mike,Hillyer,4.99,"2005-08-22 17:22:41"
Mike,Hillyer,2.99,"2005-08-23 18:20:56"
Jon,Stephens,2.99,"2005-08-23 20:31:38"
Mike,Hillyer,6.99,"2005-08-01 04:39:26"
Jon,Stephens,6.99,"2005-08-17 04:39:09"
Jon,Stephens,0.99,"2005-08-17 10:39:24"
Mike,Hillyer,2.99,"2005-08-18 20:14:56"
Mike,Hillyer,4.99,"2005-08-19 04:27:11"
Jon,Stephens,1.99,"2005-08-19 06:21:52"
Mike,Hillyer,4.99,"2005-08-19 15:02:48"
Jon,Stephens,0.99,"2005-08-20 01:16:52"
Mike,Hillyer,0.99,"2005-08-20 19:13:23"
Mike,Hillyer,0.99,"2005-08-21 03:01:01"
Jon,Stephens,4.99,"2005-08-21 19:51:30"
Jon,Stephens,4.99,"2005-08-02 18:03:05"
Mike,Hillyer,1.99,"2005-08-17 22:49:09"
Mike,Hillyer,3.99,"2005-08-18 10:44:57"
Mike,Hillyer,4.99,"2005-08-19 03:33:46"
Mike,Hillyer,4.99,"2005-08-21 19:48:47"
Mike,Hillyer,4.99,"2005-08-21 23:00:02"
Mike,Hillyer,4.99,"2005-08-22 06:01:26"
Jon,Stephens,0.99,"2005-08-22 18:37:48"
Jon,Stephens,7.99,"2005-08-23 00:46:52"
Mike,Hillyer,1.99,"2005-08-23 06:15:09"
Mike,Hillyer,6.99,"2005-08-01 03:25:27"
Mike,Hillyer,4.99,"2005-08-01 23:58:45"
Mike,Hillyer,5.99,"2005-08-02 15:15:27"
Mike,Hillyer,0.99,"2005-08-18 07:09:27"
Jon,Stephens,4.99,"2005-08-20 14:56:53"
Jon,Stephens,2.99,"2005-08-21 22:21:49"
Jon,Stephens,7.99,"2005-08-22 00:37:57"
Mike,Hillyer,6.99,"2005-08-22 05:06:38"
Mike,Hillyer,0.99,"2005-08-22 21:15:46"
Mike,Hillyer,2.99,"2005-08-23 11:16:16"
Mike,Hillyer,4.99,"2005-08-02 05:54:17"
Jon,Stephens,5.99,"2005-08-17 17:14:02"
Mike,Hillyer,8.99,"2005-08-21 08:10:56"
Jon,Stephens,2.99,"2005-08-21 15:54:21"
Mike,Hillyer,2.99,"2005-08-21 23:11:43"
Jon,Stephens,0.99,"2005-08-22 04:48:44"
Mike,Hillyer,0.99,"2005-08-22 12:01:48"
Jon,Stephens,6.99,"2005-08-01 04:24:18"
Jon,Stephens,2.99,"2005-08-02 22:36:00"
Mike,Hillyer,5.99,"2005-08-17 02:21:03"
Jon,Stephens,0.99,"2005-08-20 03:12:43"
Jon,Stephens,2.99,"2005-08-20 03:26:10"
Jon,Stephens,2.99,"2005-08-20 12:44:53"
Mike,Hillyer,1.99,"2005-08-22 00:39:31"
Jon,Stephens,4.99,"2005-08-22 01:40:49"
Mike,Hillyer,0.99,"2005-08-22 04:53:35"
Mike,Hillyer,6.99,"2005-08-22 23:26:32"
Mike,Hillyer,4.99,"2005-08-01 00:45:27"
Jon,Stephens,4.99,"2005-08-02 13:35:40"
Jon,Stephens,4.99,"2005-08-02 16:57:37"
Mike,Hillyer,5.99,"2005-08-18 02:33:55"
Mike,Hillyer,6.99,"2005-08-18 11:33:34"
Mike,Hillyer,0.99,"2005-08-19 04:27:05"
Mike,Hillyer,4.99,"2005-08-19 10:50:43"
Mike,Hillyer,4.99,"2005-08-19 15:31:06"
Mike,Hillyer,6.99,"2005-08-20 01:11:12"
Mike,Hillyer,2.99,"2005-08-20 10:11:07"
Jon,Stephens,4.99,"2005-08-22 07:04:25"
Jon,Stephens,4.99,"2005-08-02 07:26:43"
Mike,Hillyer,6.99,"2005-08-02 08:09:54"
Mike,Hillyer,0.99,"2005-08-02 14:20:27"
Mike,Hillyer,2.99,"2005-08-02 19:47:56"
Jon,Stephens,1.99,"2005-08-17 21:46:47"
Jon,Stephens,5.99,"2005-08-18 10:04:06"
Jon,Stephens,1.99,"2005-08-19 15:24:07"
Jon,Stephens,2.99,"2005-08-20 14:48:42"
Mike,Hillyer,2.99,"2005-08-20 17:09:27"
Jon,Stephens,0.99,"2005-08-20 21:23:03"
Mike,Hillyer,2.99,"2005-08-23 13:02:59"
Mike,Hillyer,5.99,"2005-08-23 14:12:22"
Mike,Hillyer,5.99,"2005-08-23 14:26:51"
Jon,Stephens,4.99,"2005-08-02 12:43:27"
Jon,Stephens,1.99,"2005-08-19 17:41:16"
Mike,Hillyer,0.99,"2005-08-20 17:17:07"
Jon,Stephens,8.99,"2005-08-21 16:51:34"
Mike,Hillyer,0.99,"2005-08-22 16:14:25"
Mike,Hillyer,2.99,"2005-08-01 04:16:16"
Jon,Stephens,0.99,"2005-08-01 21:37:10"
Jon,Stephens,4.99,"2005-08-02 03:37:13"
Jon,Stephens,5.99,"2005-08-02 04:16:37"
Jon,Stephens,2.99,"2005-08-02 09:54:50"
Mike,Hillyer,2.99,"2005-08-17 11:42:08"
Mike,Hillyer,7.99,"2005-08-17 15:04:05"
Jon,Stephens,2.99,"2005-08-18 06:52:36"
Mike,Hillyer,7.99,"2005-08-18 10:38:31"
Jon,Stephens,6.99,"2005-08-19 10:46:16"
Mike,Hillyer,4.99,"2005-08-22 03:15:01"
Mike,Hillyer,2.99,"2005-08-22 12:21:49"
Jon,Stephens,2.99,"2005-08-23 08:09:11"
Mike,Hillyer,4.99,"2005-08-23 19:42:04"
Mike,Hillyer,3.99,"2005-08-23 21:49:33"
Mike,Hillyer,5.99,"2005-08-01 02:12:25"
Mike,Hillyer,0.99,"2005-08-01 05:47:37"
Mike,Hillyer,2.99,"2005-08-01 15:44:09"
Mike,Hillyer,6.99,"2005-08-02 00:18:07"
Jon,Stephens,0.99,"2005-08-02 03:06:20"
Mike,Hillyer,2.99,"2005-08-17 13:06:00"
Jon,Stephens,0.99,"2005-08-21 02:23:03"
Mike,Hillyer,7.99,"2005-08-21 09:35:14"
Mike,Hillyer,0.99,"2005-08-22 07:54:58"
Jon,Stephens,5.99,"2005-08-22 09:53:23"
Jon,Stephens,2.99,"2005-08-22 14:12:05"
Mike,Hillyer,5.99,"2005-08-22 23:55:51"
Jon,Stephens,0.99,"2005-08-02 05:09:42"
Mike,Hillyer,4.99,"2005-08-19 18:30:10"
Jon,Stephens,1.99,"2005-08-21 07:19:48"
Mike,Hillyer,4.99,"2005-08-22 20:41:53"
Jon,Stephens,0.99,"2005-08-01 02:24:09"
Jon,Stephens,2.99,"2005-08-17 04:15:47"
Jon,Stephens,4.99,"2005-08-17 16:56:28"
Mike,Hillyer,2.99,"2005-08-18 00:23:56"
Jon,Stephens,2.99,"2005-08-19 06:48:11"
Jon,Stephens,7.99,"2005-08-20 03:43:13"
Jon,Stephens,4.99,"2005-08-21 06:30:30"
Jon,Stephens,5.99,"2005-08-21 11:26:06"
Mike,Hillyer,8.99,"2005-08-23 03:30:45"
Mike,Hillyer,0.99,"2005-08-23 15:39:38"
Jon,Stephens,2.99,"2005-08-02 10:38:47"
Jon,Stephens,5.99,"2005-08-20 00:30:51"
Mike,Hillyer,4.99,"2005-08-01 13:08:27"
Mike,Hillyer,2.99,"2005-08-02 22:28:23"
Jon,Stephens,4.99,"2005-08-18 18:21:06"
Jon,Stephens,1.99,"2005-08-22 08:21:21"
Mike,Hillyer,3.99,"2005-08-23 14:26:04"
Jon,Stephens,5.99,"2005-08-23 15:23:50"
Jon,Stephens,7.99,"2005-08-01 08:17:11"
Jon,Stephens,4.99,"2005-08-18 19:50:43"
Mike,Hillyer,4.99,"2005-08-19 06:38:18"
Jon,Stephens,4.99,"2005-08-20 05:28:11"
Jon,Stephens,7.99,"2005-08-20 16:06:53"
Jon,Stephens,5.99,"2005-08-21 06:07:24"
Jon,Stephens,2.99,"2005-08-21 06:40:48"
Mike,Hillyer,5.99,"2005-08-22 16:49:02"
Jon,Stephens,2.99,"2005-08-22 16:57:02"
Jon,Stephens,1.99,"2005-08-23 14:31:50"
Jon,Stephens,3.99,"2005-08-01 03:35:11"
Mike,Hillyer,4.99,"2005-08-18 18:19:16"
Jon,Stephens,4.99,"2005-08-18 21:15:40"
Mike,Hillyer,4.99,"2005-08-19 06:57:27"
Mike,Hillyer,6.99,"2005-08-20 13:43:22"
Mike,Hillyer,1.99,"2005-08-20 15:09:16"
Mike,Hillyer,3.99,"2005-08-22 08:11:24"
Mike,Hillyer,0.99,"2005-08-22 10:07:52"
Jon,Stephens,0.99,"2005-08-23 01:50:31"
Jon,Stephens,4.99,"2005-08-23 03:50:48"
Jon,Stephens,4.99,"2005-08-23 17:52:01"
Jon,Stephens,0.99,"2005-08-01 03:10:24"
Mike,Hillyer,0.99,"2005-08-17 01:03:49"
Mike,Hillyer,10.99,"2005-08-17 04:25:47"
Mike,Hillyer,1.99,"2005-08-17 04:28:56"
Mike,Hillyer,6.99,"2005-08-18 14:28:00"
Mike,Hillyer,2.99,"2005-08-18 23:50:24"
Mike,Hillyer,8.99,"2005-08-19 08:04:50"
Jon,Stephens,4.99,"2005-08-20 03:29:28"
Jon,Stephens,0.99,"2005-08-20 13:00:30"
Mike,Hillyer,2.99,"2005-08-21 00:11:16"
Mike,Hillyer,3.99,"2005-08-22 09:25:24"
Mike,Hillyer,2.99,"2005-08-22 14:59:30"
Jon,Stephens,2.99,"2005-08-23 09:38:17"
Jon,Stephens,5.99,"2005-08-17 06:39:59"
Mike,Hillyer,5.99,"2005-08-17 15:24:12"
Jon,Stephens,2.99,"2005-08-19 14:47:18"
Jon,Stephens,1.99,"2005-08-19 16:18:36"
Jon,Stephens,0.99,"2005-08-21 11:44:37"
Jon,Stephens,4.99,"2005-08-22 00:52:01"
Jon,Stephens,0.99,"2005-08-23 03:55:54"
Jon,Stephens,4.99,"2005-08-23 09:33:22"
Jon,Stephens,5.99,"2005-08-01 10:17:26"
Mike,Hillyer,0.99,"2005-08-02 06:00:53"
Jon,Stephens,3.99,"2005-08-18 20:44:34"
Mike,Hillyer,3.99,"2005-08-19 06:37:51"
Mike,Hillyer,0.99,"2005-08-19 10:19:06"
Jon,Stephens,6.99,"2005-08-20 14:57:01"
Jon,Stephens,8.99,"2005-08-20 21:08:49"
Jon,Stephens,2.99,"2005-08-21 20:01:51"
Mike,Hillyer,7.99,"2005-08-23 04:27:06"
Jon,Stephens,4.99,"2005-08-01 15:12:00"
Mike,Hillyer,4.99,"2005-08-18 16:44:24"
Mike,Hillyer,5.99,"2005-08-19 06:22:48"
Jon,Stephens,6.99,"2005-08-19 10:33:52"
Jon,Stephens,0.99,"2005-08-19 18:35:32"
Jon,Stephens,0.99,"2005-08-19 23:30:53"
Mike,Hillyer,1.99,"2005-08-21 06:22:18"
Jon,Stephens,9.99,"2005-08-21 18:06:32"
Jon,Stephens,0.99,"2005-08-23 14:43:15"
Mike,Hillyer,3.99,"2005-08-01 04:29:06"
Jon,Stephens,0.99,"2005-08-01 15:10:26"
Jon,Stephens,6.99,"2005-08-16 22:54:12"
Jon,Stephens,4.99,"2005-08-18 07:29:46"
Jon,Stephens,8.99,"2005-08-18 18:11:39"
Jon,Stephens,5.99,"2005-08-19 09:51:17"
Jon,Stephens,4.99,"2005-08-19 19:35:33"
Mike,Hillyer,0.99,"2005-08-19 20:21:36"
Jon,Stephens,4.99,"2005-08-20 17:22:51"
Mike,Hillyer,4.99,"2005-08-22 07:50:44"
Jon,Stephens,2.99,"2005-08-23 07:53:38"
Mike,Hillyer,3.99,"2005-08-23 17:28:03"
Jon,Stephens,3.99,"2005-08-23 22:14:31"
Mike,Hillyer,5.99,"2005-08-01 05:32:13"
Jon,Stephens,2.99,"2005-08-17 21:50:39"
Mike,Hillyer,6.99,"2005-08-18 04:54:20"
Jon,Stephens,4.99,"2005-08-18 13:13:13"
Mike,Hillyer,2.99,"2005-08-21 19:36:59"
Jon,Stephens,0.99,"2005-08-23 02:02:53"
Mike,Hillyer,8.99,"2005-08-23 13:25:44"
Mike,Hillyer,2.99,"2005-08-23 21:10:24"
Mike,Hillyer,2.99,"2005-08-01 06:01:52"
Jon,Stephens,4.99,"2005-08-01 07:11:49"
Mike,Hillyer,8.99,"2005-08-01 13:02:58"
Mike,Hillyer,0.99,"2005-08-17 00:15:31"
Jon,Stephens,5.99,"2005-08-19 03:38:32"
Mike,Hillyer,0.99,"2005-08-19 14:22:30"
Mike,Hillyer,1.99,"2005-08-23 17:01:00"
Mike,Hillyer,4.99,"2005-08-23 20:06:23"
Jon,Stephens,7.99,"2005-08-01 01:45:26"
Mike,Hillyer,0.99,"2005-08-02 00:31:44"
Jon,Stephens,4.99,"2005-08-17 04:01:36"
Mike,Hillyer,0.99,"2005-08-18 13:21:52"
Mike,Hillyer,4.99,"2005-08-19 07:57:14"
Jon,Stephens,6.99,"2005-08-20 14:00:29"
Jon,Stephens,6.99,"2005-08-20 19:51:28"
Jon,Stephens,4.99,"2005-08-21 14:32:45"
Jon,Stephens,2.99,"2005-08-22 04:22:31"
Mike,Hillyer,2.99,"2005-08-01 03:22:41"
Jon,Stephens,0.99,"2005-08-01 08:55:56"
Mike,Hillyer,2.99,"2005-08-02 00:17:34"
Mike,Hillyer,5.99,"2005-08-17 06:07:39"
Mike,Hillyer,2.99,"2005-08-18 05:32:32"
Mike,Hillyer,2.99,"2005-08-18 21:21:44"
Mike,Hillyer,7.99,"2005-08-19 13:45:48"
Jon,Stephens,5.99,"2005-08-19 14:23:19"
Mike,Hillyer,7.99,"2005-08-20 23:42:31"
Jon,Stephens,1.99,"2005-08-21 05:07:02"
Jon,Stephens,4.99,"2005-08-22 19:56:52"
Mike,Hillyer,4.99,"2005-08-23 18:36:44"
Jon,Stephens,4.99,"2005-08-01 04:40:02"
Mike,Hillyer,2.99,"2005-08-01 16:48:31"
Mike,Hillyer,0.99,"2005-08-01 18:44:36"
Mike,Hillyer,0.99,"2005-08-02 11:42:23"
Mike,Hillyer,5.99,"2005-08-02 18:16:00"
Jon,Stephens,6.99,"2005-08-17 05:27:37"
Mike,Hillyer,4.99,"2005-08-18 17:34:19"
Jon,Stephens,0.99,"2005-08-21 00:21:29"
Jon,Stephens,0.99,"2005-08-21 07:44:32"
Jon,Stephens,2.99,"2005-08-22 02:15:26"
Jon,Stephens,0.99,"2005-08-22 03:55:02"
Jon,Stephens,0.99,"2005-08-01 13:05:52"
Mike,Hillyer,5.99,"2005-08-01 22:18:32"
Jon,Stephens,6.99,"2005-08-02 16:10:09"
Jon,Stephens,6.99,"2005-08-17 14:43:23"
Jon,Stephens,3.99,"2005-08-17 16:25:03"
Jon,Stephens,6.99,"2005-08-17 20:53:27"
Jon,Stephens,2.99,"2005-08-18 21:45:15"
Mike,Hillyer,2.99,"2005-08-19 12:04:03"
Mike,Hillyer,4.99,"2005-08-21 00:37:44"
Mike,Hillyer,7.99,"2005-08-21 05:52:57"
Jon,Stephens,2.99,"2005-08-21 07:50:14"
Mike,Hillyer,4.99,"2005-08-22 20:22:40"
Mike,Hillyer,4.99,"2005-08-01 06:39:55"
Jon,Stephens,3.99,"2005-08-01 13:18:23"
Mike,Hillyer,0.99,"2005-08-02 17:11:35"
Jon,Stephens,0.99,"2005-08-19 16:22:14"
Mike,Hillyer,4.99,"2005-08-19 22:11:44"
Jon,Stephens,7.99,"2005-08-20 14:30:26"
Jon,Stephens,0.99,"2005-08-20 18:09:04"
Jon,Stephens,7.99,"2005-08-20 23:42:00"
Mike,Hillyer,0.99,"2005-08-21 17:28:55"
Mike,Hillyer,4.99,"2005-08-23 20:20:23"
Mike,Hillyer,5.99,"2005-08-01 13:46:02"
Mike,Hillyer,8.99,"2005-08-02 04:41:17"
Mike,Hillyer,8.99,"2005-08-18 06:07:31"
Mike,Hillyer,2.99,"2005-08-19 18:10:19"
Jon,Stephens,4.99,"2005-08-20 14:29:37"
Mike,Hillyer,2.99,"2005-08-20 19:33:21"
Mike,Hillyer,0.99,"2005-08-21 00:52:58"
Mike,Hillyer,2.99,"2005-08-22 02:20:44"
Mike,Hillyer,4.99,"2005-08-22 09:37:54"
Jon,Stephens,4.99,"2005-08-01 03:01:26"
Jon,Stephens,6.99,"2005-08-01 05:55:13"
Jon,Stephens,2.99,"2005-08-01 18:37:39"
Mike,Hillyer,4.99,"2005-08-01 20:01:24"
Mike,Hillyer,6.99,"2005-08-01 20:53:45"
Jon,Stephens,4.99,"2005-08-02 12:40:38"
Mike,Hillyer,7.99,"2005-08-18 07:52:49"
Mike,Hillyer,0.99,"2005-08-18 09:47:57"
Mike,Hillyer,2.99,"2005-08-18 19:41:27"
Jon,Stephens,2.99,"2005-08-19 05:38:25"
Jon,Stephens,4.99,"2005-08-19 11:39:58"
Jon,Stephens,4.99,"2005-08-19 22:20:49"
Jon,Stephens,2.99,"2005-08-19 22:48:09"
Jon,Stephens,3.99,"2005-08-21 10:46:35"
Jon,Stephens,2.99,"2005-08-22 16:11:32"
Jon,Stephens,4.99,"2005-08-23 02:01:20"
Mike,Hillyer,4.99,"2005-08-02 06:36:05"
Jon,Stephens,3.99,"2005-08-17 10:54:46"
Mike,Hillyer,4.99,"2005-08-18 15:32:57"
Mike,Hillyer,6.99,"2005-08-19 01:54:11"
Mike,Hillyer,2.99,"2005-08-19 18:18:44"
Mike,Hillyer,5.99,"2005-08-21 17:19:09"
Mike,Hillyer,6.99,"2005-08-22 06:23:54"
Mike,Hillyer,1.99,"2005-08-22 09:49:32"
Jon,Stephens,5.99,"2005-08-01 15:09:17"
Jon,Stephens,2.99,"2005-08-02 18:24:03"
Jon,Stephens,0.99,"2005-08-18 11:04:42"
Jon,Stephens,3.99,"2005-08-18 23:14:15"
Jon,Stephens,3.99,"2005-08-19 01:40:43"
Mike,Hillyer,2.99,"2005-08-20 01:14:30"
Mike,Hillyer,4.99,"2005-08-20 03:35:16"
Jon,Stephens,9.99,"2005-08-18 00:57:06"
Jon,Stephens,2.99,"2005-08-18 11:19:02"
Mike,Hillyer,2.99,"2005-08-18 13:57:58"
Mike,Hillyer,0.99,"2005-08-19 12:14:14"
Mike,Hillyer,5.99,"2005-08-19 17:20:15"
Mike,Hillyer,4.99,"2005-08-19 18:55:21"
Jon,Stephens,4.99,"2005-08-21 13:13:57"
Mike,Hillyer,5.99,"2005-08-22 00:46:54"
Jon,Stephens,0.99,"2005-08-23 06:56:18"
Jon,Stephens,0.99,"2005-08-02 17:37:43"
Mike,Hillyer,2.99,"2005-08-18 06:07:26"
Mike,Hillyer,5.99,"2005-08-18 19:24:56"
Mike,Hillyer,0.99,"2005-08-19 03:37:25"
Jon,Stephens,2.99,"2005-08-21 14:51:35"
Mike,Hillyer,0.99,"2005-08-02 04:30:19"
Mike,Hillyer,0.99,"2005-08-17 18:13:07"
Mike,Hillyer,5.99,"2005-08-18 07:21:47"
Mike,Hillyer,8.99,"2005-08-18 10:42:52"
Mike,Hillyer,6.99,"2005-08-19 13:37:28"
Jon,Stephens,4.99,"2005-08-20 02:33:17"
Mike,Hillyer,3.99,"2005-08-20 14:47:02"
Mike,Hillyer,2.99,"2005-08-20 20:21:36"
Jon,Stephens,4.99,"2005-08-21 04:57:15"
Jon,Stephens,4.99,"2005-08-21 19:14:48"
Jon,Stephens,3.99,"2005-08-22 07:46:05"
Jon,Stephens,0.99,"2005-08-22 08:00:49"
Jon,Stephens,3.99,"2005-08-22 19:36:21"
Mike,Hillyer,0.99,"2005-08-23 06:19:51"
Mike,Hillyer,2.99,"2005-08-17 13:14:50"
Jon,Stephens,8.99,"2005-08-18 05:48:23"
Jon,Stephens,9.99,"2005-08-18 12:48:45"
Mike,Hillyer,7.99,"2005-08-18 14:04:41"
Jon,Stephens,8.99,"2005-08-20 17:28:57"
Jon,Stephens,8.99,"2005-08-22 02:27:32"
Jon,Stephens,4.99,"2005-08-22 17:32:57"
Jon,Stephens,2.99,"2005-08-23 03:13:01"
Jon,Stephens,7.99,"2005-08-23 19:59:33"
Jon,Stephens,5.99,"2005-08-01 09:13:27"
Mike,Hillyer,0.99,"2005-08-01 10:45:21"
Jon,Stephens,4.99,"2005-08-01 19:00:28"
Jon,Stephens,4.99,"2005-08-01 20:22:44"
Jon,Stephens,2.99,"2005-08-02 18:16:52"
Mike,Hillyer,2.99,"2005-08-20 05:04:57"
Mike,Hillyer,5.99,"2005-08-20 12:15:23"
Mike,Hillyer,2.99,"2005-08-21 10:33:23"
Jon,Stephens,2.99,"2005-08-22 01:00:42"
Jon,Stephens,2.99,"2005-08-22 20:17:17"
Jon,Stephens,0.99,"2005-08-22 23:26:32"
Jon,Stephens,4.99,"2005-08-23 01:39:10"
Mike,Hillyer,9.99,"2005-08-01 02:34:06"
Jon,Stephens,6.99,"2005-08-02 06:41:38"
Jon,Stephens,6.99,"2005-08-20 06:01:15"
Mike,Hillyer,3.99,"2005-08-20 11:42:01"
Mike,Hillyer,1.99,"2005-08-23 13:24:57"
Mike,Hillyer,5.99,"2005-08-23 21:04:51"
Mike,Hillyer,5.99,"2005-08-02 07:30:19"
Jon,Stephens,6.99,"2005-08-02 09:58:28"
Jon,Stephens,4.99,"2005-08-02 14:28:46"
Jon,Stephens,6.99,"2005-08-02 15:56:51"
Jon,Stephens,0.99,"2005-08-17 09:07:00"
Jon,Stephens,9.99,"2005-08-17 17:13:16"
Mike,Hillyer,2.99,"2005-08-18 04:32:05"
Jon,Stephens,0.99,"2005-08-18 08:31:43"
Jon,Stephens,0.99,"2005-08-20 22:40:47"
Jon,Stephens,4.99,"2005-08-21 02:07:22"
Jon,Stephens,2.99,"2005-08-21 02:59:31"
Jon,Stephens,0.99,"2005-08-21 19:24:51"
Jon,Stephens,2.99,"2005-08-01 12:06:35"
Jon,Stephens,4.99,"2005-08-22 22:12:02"
Jon,Stephens,0.99,"2005-08-01 02:08:05"
Mike,Hillyer,7.99,"2005-08-01 23:43:03"
Mike,Hillyer,4.99,"2005-08-02 18:23:11"
Mike,Hillyer,4.99,"2005-08-17 12:13:26"
Mike,Hillyer,5.99,"2005-08-19 11:57:49"
Jon,Stephens,4.99,"2005-08-21 02:13:31"
Jon,Stephens,7.99,"2005-08-21 05:16:40"
Mike,Hillyer,4.99,"2005-08-21 10:43:04"
Jon,Stephens,6.99,"2005-08-21 20:43:21"
Jon,Stephens,2.99,"2005-08-23 15:59:01"
Jon,Stephens,2.99,"2005-08-01 09:38:28"
Jon,Stephens,0.99,"2005-08-18 08:36:58"
Jon,Stephens,4.99,"2005-08-18 19:05:42"
Mike,Hillyer,2.99,"2005-08-20 03:07:47"
Mike,Hillyer,0.99,"2005-08-20 06:10:44"
Mike,Hillyer,2.99,"2005-08-21 20:14:58"
Mike,Hillyer,4.99,"2005-08-22 05:31:53"
Jon,Stephens,4.99,"2005-08-22 14:47:53"
Jon,Stephens,6.99,"2005-08-22 21:01:48"
Jon,Stephens,5.99,"2005-08-23 02:26:10"
Jon,Stephens,5.99,"2005-08-02 21:55:09"
Jon,Stephens,3.99,"2005-08-19 02:12:12"
Mike,Hillyer,0.99,"2005-08-20 02:29:47"
Jon,Stephens,7.99,"2005-08-20 06:30:33"
Mike,Hillyer,4.99,"2005-08-21 11:59:04"
Jon,Stephens,4.99,"2005-08-23 18:43:22"
Jon,Stephens,4.99,"2005-08-02 01:58:36"
Mike,Hillyer,7.99,"2005-08-02 11:49:16"
Jon,Stephens,2.99,"2005-08-17 10:59:00"
Jon,Stephens,0.99,"2005-08-17 22:38:54"
Jon,Stephens,0.99,"2005-08-19 05:39:26"
Jon,Stephens,0.99,"2005-08-20 10:48:47"
Jon,Stephens,7.99,"2005-08-21 23:11:23"
Jon,Stephens,11.99,"2005-08-23 22:19:33"
Mike,Hillyer,4.99,"2005-08-01 00:28:38"
Mike,Hillyer,2.99,"2005-08-02 08:09:58"
Jon,Stephens,0.99,"2005-08-18 10:32:41"
Jon,Stephens,0.99,"2005-08-18 19:51:27"
Jon,Stephens,0.99,"2005-08-19 01:48:33"
Mike,Hillyer,8.99,"2005-08-20 12:36:42"
Jon,Stephens,5.99,"2005-08-21 10:54:49"
Mike,Hillyer,5.99,"2005-08-21 20:49:58"
Jon,Stephens,0.99,"2005-08-23 20:10:13"
Jon,Stephens,3.99,"2005-08-01 09:31:00"
Jon,Stephens,0.99,"2005-08-01 16:56:36"
Jon,Stephens,4.99,"2005-08-01 19:46:11"
Mike,Hillyer,2.99,"2005-08-01 19:55:09"
Mike,Hillyer,4.99,"2005-08-02 05:27:53"
Mike,Hillyer,4.99,"2005-08-02 12:20:42"
Mike,Hillyer,4.99,"2005-08-02 15:53:48"
Mike,Hillyer,2.99,"2005-08-02 22:09:05"
Mike,Hillyer,1.99,"2005-08-17 04:49:35"
Mike,Hillyer,0.99,"2005-08-19 00:27:01"
Jon,Stephens,3.99,"2005-08-20 16:37:35"
Mike,Hillyer,9.99,"2005-08-20 22:51:25"
Jon,Stephens,4.99,"2005-08-22 06:19:37"
Mike,Hillyer,2.99,"2005-08-22 11:09:31"
Jon,Stephens,0.99,"2005-08-22 17:41:53"
Mike,Hillyer,8.99,"2005-08-23 04:12:52"
Mike,Hillyer,0.99,"2005-08-01 17:27:58"
Mike,Hillyer,3.99,"2005-08-02 17:28:07"
Mike,Hillyer,6.99,"2005-08-17 02:47:02"
Mike,Hillyer,2.99,"2005-08-17 09:29:22"
Mike,Hillyer,4.99,"2005-08-17 13:03:36"
Jon,Stephens,2.99,"2005-08-17 17:12:26"
Mike,Hillyer,1.99,"2005-08-17 17:22:29"
Jon,Stephens,2.99,"2005-08-17 18:19:44"
Jon,Stephens,4.99,"2005-08-18 16:24:24"
Mike,Hillyer,5.99,"2005-08-19 02:31:59"
Mike,Hillyer,5.99,"2005-08-20 11:43:43"
Mike,Hillyer,5.99,"2005-08-21 04:30:49"
Jon,Stephens,2.99,"2005-08-21 09:53:52"
Jon,Stephens,4.99,"2005-08-22 07:48:01"
Mike,Hillyer,6.99,"2005-08-22 18:20:07"
Mike,Hillyer,4.99,"2005-08-23 00:27:18"
Mike,Hillyer,2.99,"2005-08-01 00:34:51"
Jon,Stephens,4.99,"2005-08-01 11:41:57"
Mike,Hillyer,8.99,"2005-08-01 23:53:45"
Mike,Hillyer,2.99,"2005-08-02 21:04:39"
Mike,Hillyer,0.99,"2005-08-18 08:45:57"
Jon,Stephens,4.99,"2005-08-21 08:04:40"
Jon,Stephens,0.99,"2005-08-22 23:37:11"
Jon,Stephens,3.99,"2005-08-23 12:41:07"
Mike,Hillyer,2.99,"2005-08-01 17:49:38"
Mike,Hillyer,8.99,"2005-08-02 17:42:40"
Mike,Hillyer,5.99,"2005-08-20 10:41:50"
Mike,Hillyer,10.99,"2005-08-20 21:31:52"
Jon,Stephens,6.99,"2005-08-21 15:01:32"
Jon,Stephens,4.99,"2005-08-23 09:53:54"
Jon,Stephens,5.99,"2005-08-23 12:11:37"
Mike,Hillyer,6.99,"2005-08-23 19:35:42"
Jon,Stephens,5.99,"2005-08-01 20:06:00"
Jon,Stephens,3.99,"2005-08-02 00:22:46"
Mike,Hillyer,0.99,"2005-08-02 01:09:55"
Jon,Stephens,0.99,"2005-08-17 11:51:15"
Jon,Stephens,4.99,"2005-08-19 10:10:26"
Jon,Stephens,9.99,"2005-08-20 06:23:53"
Jon,Stephens,3.99,"2005-08-20 08:27:03"
Jon,Stephens,2.99,"2005-08-20 08:27:27"
Jon,Stephens,2.99,"2005-08-21 19:39:28"
Mike,Hillyer,2.99,"2005-08-22 06:59:28"
Mike,Hillyer,2.99,"2005-08-23 16:54:09"
Jon,Stephens,5.99,"2005-08-23 20:06:04"
Mike,Hillyer,2.99,"2005-08-01 06:26:22"
Mike,Hillyer,4.99,"2005-08-02 12:15:54"
Jon,Stephens,4.99,"2005-08-17 16:22:05"
Jon,Stephens,8.99,"2005-08-19 00:27:19"
Mike,Hillyer,4.99,"2005-08-19 14:40:32"
Mike,Hillyer,3.99,"2005-08-20 03:03:31"
